id,split,V,A,D,teks
NYTnewswire9_6299_6424,train,3.0,3.2,3.1,"Pulau Tinian telah direbut dari Jepang, dan Seabees, lengan konstruksi Angkatan Laut, telah membangun dua lapangan udara besar."
NYTnewswire9_6425_6521,train,3.0,3.1,3.1,509th mengambil North Field dan tinggal dalam isolasi relatif dari unit B-29 lainnya di pulau itu.
NYTnewswire9_6527_6621,test,3.0,3.0,3.2,"Karnes membagikan tugas ranjang, memilih petugas mess, Chuck Perry, untuk berbagi tendanya."
NYTnewswire9_6622_6733,train,3.18,2.91,3.0,"Karnes memiliki Jeep sendiri, dan pergi ke pantai dan menonton film malam yang ditampilkan oleh unit lain sesering mungkin."
NYTnewswire9_6892_6994,train,2.8,2.8,2.7,Tidak sampai sehari sebelum Tibbets dan krunya terbang ke Hiroshima adalah 509th menceritakan apa yang terjadi.
NYTnewswire9_6995_7024,dev,3.0,2.71,3.43,"Kata itu menyebar: ""Ini dia."
NYTnewswire9_7012_7024,train,3.0,3.5,3.3,"""Ini dia."
NYTnewswire9_7025_7050,train,3.09,3.18,3.18,"Ini adalah misi besar."""
NYTnewswire9_7056_7217,dev,3.0,3.0,3.14,"Karnes dan ratusan pria lain dari 509th berdiri di sepanjang jalur penerbangan ketika Tibbets dan Enola Gay lepas landas pada pukul 2:45 pagi pada 6 Agustus, malam tropis yang hangat."
NYTnewswire9_720_745,train,2.8,3.0,3.1,"""Di mana otoritasnya?"""
NYTnewswire9_7218_7313,train,3.0,3.17,3.17,Tiga B-29 telah pergi ke depan untuk memeriksa cuaca di Hiroshima dan dua lokasi bom lainnya.
NYTnewswire9_7314_7474,train,2.86,3.0,3.0,Dua B-29 lainnya pergi dalam interval dua menit setelah Tibbets sehingga kru mereka dapat mengambil foto dan menjatuhkan perangkat untuk mengukur radiasi dan efek lain dari bom.
NYTnewswire9_7480_7563,train,3.1,2.7,2.8,Tibbets mendapat kabar hanya satu jam dari Hiroshima bahwa cuaca kota itu cerah.
NYTnewswire9_7564_7631,train,2.78,3.44,3.11,"Ketika mereka mendekat, Tibbets bersiap untuk tembakan anti-pesawat Jepang."
NYTnewswire9_7632_7642,train,2.7,2.8,2.9,Tidak ada yang datang.
NYTnewswire9_7643_7753,train,2.5,3.5,2.7,"Pada awal penerbangan, kru telah memasukkan sumbat uranium ke dalam bom seberat 9.000 pon, yang dijuluki ""Little Boy."
NYTnewswire9_7753_7754,train,3.0,2.6,2.7,""""
NYTnewswire9_7760_7831,train,2.8,3.3,3.3,"Sembilan puluh detik dari jatuhnya bom, Tibbets menempatkan pesawat pada auto-pilot."
NYTnewswire9_7832_7911,test,2.7,3.2,2.8,Para kru mengenakan kacamata hitam untuk mempersiapkan kilatan bom yang menyilaukan.
NYTnewswire9_7912_8038,dev,2.0,3.5,2.9,"Pukul 08.15 Waktu Hiroshima, pintu teluk bom pneumatik terbuka dan ""Little Boy,"" setara dengan 20.000 ton TNT, jatuh."
NYTnewswire9_8126_8269,dev,3.0,2.9,2.9,"Enola Gay memanjat, dan Tibbets berjuang untuk mengubah pesawat di udara-bending, 155 derajat kru telah berlatih dari Tinian selama berbulan-bulan."
NYTnewswire9_8270_8332,train,3.0,2.9,3.1,Dia mendorong kacamata hitam karena dia tidak bisa melihat untuk terbang.
NYTnewswire9_827_843,train,3.0,3.3,3.2,"""Siapa yang mengatakan ini?"""
NYTnewswire9_827_884,train,3.0,2.86,3.14,"""Siapa yang mengatakan ini?"" komandan lain bertanya pada Karnes."
NYTnewswire9_8338_8473,test,2.7,3.3,3.0,"Ketika bom meledak sesuai rencana 1.890 kaki di atas Hiroshima, mulut Tibbets kesemutan, dan dia merasakan tambalan timah di giginya."
NYTnewswire9_8479_8514,train,2.6,3.5,3.0,"Semenit kemudian, gelombang kejut menghantam."
NYTnewswire9_8515_8639,test,2.3,3.6,2.5,Para kru merasa ngeri dengan awan jamur ungu yang naik hingga 10 mil dan tampak seolah-olah akan menelan Enola Gay.
NYTnewswire9_8640_8721,train,2.5,3.2,2.8,"Yang lebih mengejutkan adalah kota Hiroshima, yang terbakar dan menggelegak seperti tar."
NYTnewswire9_8727_8750,train,2.2,3.5,2.9,"""Kami semua terkejut,"""
NYTnewswire9_8804_8843,train,2.9,2.8,2.8,"Kembali ke Tinian, Karnes pergi tidur."
NYTnewswire9_8844_8869,train,2.44,2.78,2.78,Tapi dia tidak tidur lama.
NYTnewswire9_8870_8990,train,3.0,3.0,3.0,"Seseorang membangunkannya untuk mengatakan Jenderal Hap Arnold, kepala Angkatan Udara Angkatan Darat di Washington, sedang menelepon dan memintanya."
NYTnewswire9_890_983,train,2.9,3.2,3.3,"Setiap kali, Karnes mengatakan apa yang harus dia lakukan: ""Hubungi markas Angkatan Udara jika Anda tidak mempercayai saya."""
NYTnewswire9_8991_9171,train,3.1,3.0,3.1,"Arnold memberi tahu Karnes, ""Tibbets akan mendarat dalam tiga hingga empat jam, dan saya ingin memberinya Distinguished Service Cross, dan itu adalah tugas Anda untuk menulis penjelasannya."""
NYTnewswire9_9011_9171,train,3.11,3.0,3.11,"""Tibbets akan mendarat dalam tiga hingga empat jam, dan saya ingin memberinya Distinguished Service Cross, dan itu adalah tugas Anda untuk menulis penjelasannya."""
NYTnewswire9_9177_9218,train,3.1,3.1,2.9,"""Saya tidak tahu bagaimana Anda menulis penghargaan."
NYTnewswire9_9219_9251,dev,2.89,2.78,3.22,"Saya tidak pernah menulis penghargaan apa pun,"""
NYTnewswire9_9219_9264,train,2.9,2.6,2.9,"Saya tidak pernah menulis penghargaan apa pun,"" kata Karnes."
NYTnewswire9_9265_9347,train,3.2,3.3,3.5,"""Jadi saya mengeluarkan semua sersan saya, dan mereka semua menggali (buku-buku) mereka."""
NYTnewswire9_929_983,train,2.7,3.3,3.4,"""Hubungi markas Angkatan Udara jika kamu tidak percaya padaku."""
NYTnewswire9_9353_9579,dev,3.12,2.88,2.87,"Ketika Tibbets yang tidak curiga turun dari Enola Gay di Tinian, dia nyaris tidak berhasil memegang pipanya ketika Jenderal Carl Spaatz, komandan Angkatan Udara Strategis, melangkah maju untuk menyematkan medali pada baju terbang bomnya."
NYTnewswire9_9585_9666,dev,3.5,3.25,3.0,"Karnes, seperti ratusan orang lainnya yang berkumpul di sepanjang jalur penerbangan, sangat gembira."
NYTnewswire9_9667_9731,train,3.33,3.11,3.11,Dia tahu perang akan segera berakhir dan dia akan pulang.
NYTnewswire9_9732_9771,train,3.0,2.86,2.86,Setahun kerahasiaan dan kerja keras telah berakhir.
NYTnewswire9_9777_9839,test,2.33,3.0,2.67,"Tiga hari kemudian, B-29 lain dari 509 membom Nagasaki."
NYTnewswire9_9840_9901,test,3.3,3.2,3.1,"Lima hari kemudian, Jepang menyerah dan Perang Dunia II berakhir."
NYTnewswire9_9907_10054,train,2.5,3.1,3.0,"Hari ini, Karnes frustrasi karena beberapa rekan sejarawannya, yang dia sebut ""revisionis,"" mempertanyakan kebijaksanaan dan moralitas pemboman."
Nathans_Bylichka_10043_10077,train,3.1,3.3,3.2,"""Aku akan membantumu menemukan Rachel-mu."
Nathans_Bylichka_10078_10146,train,2.0,3.67,3.5,"Saya harus memperingatkan Anda, meskipun, Anda tidak akan menyukai apa yang harus saya katakan kepada Anda. """
Nathans_Bylichka_10171_10217,train,3.0,3.0,3.12,Sesuatu dalam nada suaranya tidak bisa dipercaya.
Nathans_Bylichka_10218_10234,train,3.0,3.25,3.62,"""Katakan padaku."
Nathans_Bylichka_10235_10293,train,2.5,3.62,3.25,"Jika dia dalam masalah, aku ingin menemukannya, di mana pun dia berada."""
Nathans_Bylichka_10306_10335,train,3.0,2.57,2.86,Sopir saya menarik napas dalam-dalam.
Nathans_Bylichka_10336_10469,train,3.0,2.88,3.0,"Saat dia melakukannya, lehernya meregang dengan cara yang aneh dan saya melihat beberapa garis tipis, seperti kerutan, membentang di sisi lehernya."
Nathans_Bylichka_10470_10479,test,3.0,2.88,3.0,"""Natan,"""
Nathans_Bylichka_10470_10567,train,2.63,3.13,2.75,"""Natan,"" dia memulai dengan cara orang berbicara ketika mereka memulai penjelasan yang panjang dan sulit,"
Nathans_Bylichka_10568_10629,test,2.5,3.3,2.9,"""Rachel bertemu seseorang tadi malam yang sebaiknya tidak pernah bertemu."
Nathans_Bylichka_10630_10691,train,3.0,2.7,3.1,"Orang ini, seperti saya, bukan anggota masyarakat tradisional."
Nathans_Bylichka_10692_10759,train,2.3,3.5,2.8,"Anda lihat, Nathan, ada ... terpisah dari masyarakat Anda ... Oh, sialan."
Nathans_Bylichka_10760_10808,train,2.78,3.22,3.11,Saya tidak pernah harus memberikan percakapan ini sebelumnya.
Nathans_Bylichka_10809_10848,train,3.1,3.2,3.5,"Ayo, ada yang ingin kutunjukkan padamu."""
Nathans_Bylichka_10849_10929,train,2.9,3.0,3.0,"Dengan itu, dia berbelok tajam ke sisi jalan yang tidak kusadari sebelumnya."
Nathans_Bylichka_10930_11038,train,2.33,3.0,3.0,Kami berkendara di antara perumahan kumuh dan etalase yang begitu lapuk sehingga saya tidak tahu apakah mereka ditinggalkan.
Nathans_Bylichka_11039_11165,train,3.0,3.0,3.25,Sopir saya berbelok lagi di sebelah gudang tua yang mungkin pernah saya kunjungi ketika Mitch membawa kami ke sambutan hangat di tahun kedua.
Nathans_Bylichka_11179_11271,train,2.9,2.7,3.3,"Di depan beberapa rumah, ada mobil yang diparkir, tetapi hampir tidak ada di jalanan."
Nathans_Bylichka_11272_11342,train,2.78,2.89,3.22,"Bumper mereka tampak siap untuk jatuh, dan cat mereka setengah kabut asap."
Nathans_Bylichka_11343_11411,train,2.43,3.29,2.86,Saya mendapat perasaan aneh bahwa kami tidak seharusnya mengemudi di sini.
Nathans_Bylichka_11412_11418,train,3.0,3.2,3.0,"""Hei,"""
Nathans_Bylichka_11412_11474,train,2.78,3.0,2.89,"""Hei,"" kataku, ""apakah kamu yakin kita harus pergi ke sini?"
Nathans_Bylichka_11427_11474,train,2.7,3.3,2.8,"""Apakah kamu yakin kita harus pergi dengan cara ini?"
Nathans_Bylichka_11475_11485,train,3.1,2.9,3.1,"Maksudku – """
Nathans_Bylichka_11499_11518,train,2.8,3.1,3.2,"""Abaikan saja,"""
Nathans_Bylichka_11499_11530,test,2.71,2.43,3.29,"""Abaikan saja,"" katanya padaku."
Nathans_Bylichka_11531_11577,train,3.12,3.12,3.25,"""Kamu akan terbiasa dengan sensasi dalam sekejap."""
Nathans_Bylichka_11578_11605,train,2.0,3.8,2.9,Itu hanya membuatku lebih terkesima.
Nathans_Bylichka_11606_11659,dev,2.6,3.4,2.8,"Saat kami terus mengemudi, kecemasan semakin terasa."
Nathans_Bylichka_1163_1228,train,3.25,3.12,3.12,Pacar saya Rachel dan saya akan pergi ke klub dekat sekolah kami.
Nathans_Bylichka_11660_11759,train,2.75,3.0,3.0,"Saya perhatikan bahwa ada beberapa orang di jalan, orang-orang dengan warna yang sama dengan bangunan kotor."
Nathans_Bylichka_11760_11837,train,2.64,3.18,2.63,Seseorang yang berdiri tepat di bibir gang memelototiku dengan mata berbinar.
Nathans_Bylichka_11894_11916,test,2.9,2.8,3.3,Dia parkir dan keluar.
Nathans_Bylichka_11930_11968,dev,2.6,3.1,2.3,"""Apakah benar-benar aman meninggalkan mobil ..."""
Nathans_Bylichka_11969_12057,train,3.0,3.1,3.2,Dia sudah berjalan menuju gedung jongkok berjendela bata yang kami parkir di sebelahnya.
Nathans_Bylichka_12058_12176,train,2.75,3.25,2.5,"Melirik kembali pada tatapan berkilauan itu, aku memutuskan bahwa mungkin lebih aman untuk mengikuti pengemudi daripada menunggu dengan mobil."
Nathans_Bylichka_12177_12258,train,3.0,3.3,3.3,"Aku melompat keluar, berlari mengejarnya, dan meraihnya tepat saat dia mengetuk pintu."
Nathans_Bylichka_12259_12305,train,2.8,3.1,3.2,"Seseorang membukanya sedikit, lalu mengantar kami masuk."
Nathans_Bylichka_1229_1363,train,3.2,3.4,3.3,"Kadang-kadang kami mendapat kabar bahwa orang-orang berkumpul di bawah salah satu jembatan, dan kami bergegas untuk memukulnya sebelum polisi membubarkannya."
Nathans_Bylichka_12318_12349,test,2.91,2.73,2.91,"Di dalam, gedung terbuka."
Nathans_Bylichka_12350_12434,train,3.2,2.9,3.1,"Langit-langitnya tinggi dan terbuat dari kayu, dan saya bisa melihat bagian dari stan DJ di lorong."
Nathans_Bylichka_12435_12485,train,3.0,2.8,2.8,Sepertinya kami berada di belakang klub malam.
Nathans_Bylichka_12486_12532,train,3.0,2.9,3.1,Kemudian saya melihat ke bawah dan melihat apa yang memungkinkan kami masuk.
Nathans_Bylichka_12551_12560,train,3.11,3.11,3.11,"Ada apa?"""
Nathans_Bylichka_12561_12637,train,2.75,3.0,3.0,Makhluk bungkuk yang membiarkan kami masuk mengulurkan kaki kasar untuk dia tampar.
Nathans_Bylichka_12638_12653,train,3.9,3.3,3.1,"""Bagus, laki-laki saya,"""
Nathans_Bylichka_12638_12684,train,3.73,3.09,3.37,"""Bagus, kawan,"" katanya sambil menggenggam tangan."
Nathans_Bylichka_12685_12703,train,2.22,3.33,3.33,"""Siapa orang aneh itu?"""
Nathans_Bylichka_12716_12752,train,3.11,2.89,3.11,"""Ini seseorang dari keluarga Ivan."
Nathans_Bylichka_12753_12785,train,3.0,2.83,3.17,"Apakah aku pernah memberitahumu tentang mereka?"""
Nathans_Bylichka_12798_12850,train,2.4,3.3,3.2,"""Ya, suatu kali, bung, tapi kamu cukup kacau."
Nathans_Bylichka_12851_12877,train,2.4,3.5,3.4,"Apa masalahmu, Nak?"""
Nathans_Bylichka_12890_12932,train,2.8,2.9,3.3,Pria bungkuk itu mendekati perutku.
Nathans_Bylichka_12933_13001,dev,2.56,2.78,2.89,"Kulitnya coklat dan meregang, seperti kulit pohon muda yang sakit."
Nathans_Bylichka_13002_13094,train,2.62,3.38,2.88,"Itu menarik kembali di sekitar ujung jarinya, yang menanggung hal-hal yang mungkin paku atau cakar."
Nathans_Bylichka_13095_13176,train,2.86,3.0,2.71,"Ketika dia menyeringai, saya melihat giginya tajam dan kecil, seperti kucing pemburu."
Nathans_Bylichka_13177_13221,dev,2.9,2.9,2.8,"Di bawah rambut kusut, matanya memiliki pupil celah."
Nathans_Bylichka_13234_13266,train,3.0,2.57,2.57,Nepthys dengan cepat menjawab untukku.
Nathans_Bylichka_13267_13288,train,2.3,2.9,2.7,"""Masalah pacar."
Nathans_Bylichka_13289_13389,dev,2.9,3.1,3.0,"Dia datang ke sini dengan seseorang setelah pesta, dan saya tidak berpikir itu adalah salah satu peri rata-rata Anda. """
Nathans_Bylichka_13402_13410,train,1.9,3.1,3.0,"""Mengecewakan."
Nathans_Bylichka_13411_13441,train,3.3,3.0,3.3,"Jadi, seperti apa rupa kucing itu?"""
Nathans_Bylichka_13454_13470,train,3.0,2.75,3.25,Dia menoleh ke arahku.
Nathans_Bylichka_13471_13517,train,3.1,2.9,3.0,"Nepthys mengangguk: ""Tidak apa-apa, kamu bisa mempercayainya."
Nathans_Bylichka_13487_13517,train,3.2,3.2,3.2,"""Tidak apa-apa, kamu bisa mempercayainya."
Nathans_Bylichka_13518_13543,train,3.2,3.1,3.2,"Itu sebabnya kami datang ke sini."""
Nathans_Bylichka_13556_13595,train,2.9,2.9,2.8,Lebih mudah berbicara daripada bertanya.
Nathans_Bylichka_13596_13672,train,2.9,3.3,2.8,"""Saya ... Aku melihatnya dari seberang ruangan ketika aku mencari-cari Rachel."
Nathans_Bylichka_1364_1399,train,2.7,2.9,2.8,Boston adalah tempat yang aneh di malam hari.
Nathans_Bylichka_13673_13817,train,3.2,3.0,3.2,"Dia berdiri tepat di depan beberapa lampu biru, jadi aku tidak bisa melihatnya dengan baik, tapi aku memperhatikan cara cahaya itu memicu kulit pucatnya."
Nathans_Bylichka_13818_13905,dev,3.2,3.1,3.2,Itu hampir tampak seperti cahaya yang membungkuk di sekelilingnya tanpa benar-benar menyentuhnya secara langsung.
Nathans_Bylichka_13906_13979,train,3.1,3.0,2.9,"Dia langsing, hampir ditarik, tetapi dia memiliki semacam ... kilau padanya, kurasa."
Nathans_Bylichka_13980_14048,dev,2.9,3.0,3.0,"Dia bukan orang yang kamu gambarkan dengan kata sifat normal, kamu tahu? """
Nathans_Bylichka_1400_1474,train,2.7,3.4,3.2,"Anda tidak akan percaya setengah dari kotoran yang pernah saya lihat, bahkan ketika saya lurus."
Nathans_Bylichka_14061_14073,train,3.0,2.8,3.0,Mereka mengangguk.
Nathans_Bylichka_14074_14088,train,3.12,3.0,3.0,"""Oh, benar-benar,"""
Nathans_Bylichka_14074_14108,train,2.9,2.9,3.1,"""Oh, benar-benar,"" kata si bungkuk."
Nathans_Bylichka_14109_14147,train,3.1,3.0,3.1,"""Aku mengerti itu sepanjang waktu di sekitar sini."""
Nathans_Bylichka_14160_14293,train,3.0,2.88,2.88,"""Dia mengenakan semacam jaket ... mungkin beludru biru, aku tidak tahu dalam kegelapan, tapi ada kerutan-kerutan, hal-hal seperti itu."
Nathans_Bylichka_14294_14314,dev,3.12,3.25,3.12,Dia benar-benar menonjol.
Nathans_Bylichka_14315_14379,train,2.8,3.1,3.0,Itu sebabnya aku tidak mengerti mengapa tidak ada orang lain yang mengingatnya.
Nathans_Bylichka_14380_14403,train,3.0,2.62,3.0,Dia juga punya beberapa cincin.
Nathans_Bylichka_14404_14464,dev,2.8,2.8,2.9,"Aku ingat bahwa dia hampir tidak pernah bergerak, hanya menatap Rachel."
Nathans_Bylichka_14465_14513,test,3.0,2.8,2.9,"Bahkan ketika dia berbicara, dia hampir tidak membuka mulutnya."
Nathans_Bylichka_14514_14570,train,2.8,2.9,2.8,"Saya tidak tahu bagaimana dia bisa didengar melalui musik."""
Nathans_Bylichka_14583_14613,test,3.1,3.0,3.0,Keduanya saling melirik.
Nathans_Bylichka_14614_14634,train,3.0,3.2,3.1,"""Bagaimana menurutmu?"""
Nathans_Bylichka_14635_14655,train,3.0,2.55,3.0,Tanya si bungkuk.
Nathans_Bylichka_14668_14751,train,2.6,3.0,3.0,"""Saya sudah memeriksanya sedikit, dan saya pikir kita mungkin berurusan dengan salah satu dari mereka."
Nathans_Bylichka_14752_14797,train,3.0,2.89,3.11,"Pernahkah Anda melihat orang seperti itu di klub Anda?"""
Nathans_Bylichka_14810_14840,train,3.0,2.88,3.25,"""Bukannya aku ingat, bung."
Nathans_Bylichka_14841_14898,train,3.0,2.6,3.1,Aku bisa mengirimmu ke seorang pria yang tahu semua tentang mereka.
Nathans_Bylichka_1487_1509,train,3.0,2.7,3.0,Saat itu Jumat malam.
Nathans_Bylichka_14899_14981,train,3.1,3.2,3.0,"Jika kucing ini nyata, saya yakin teman saya dapat memberi tahu Anda semua yang perlu Anda ketahui."""
Nathans_Bylichka_14994_15019,dev,3.86,3.43,3.14,"""Kau luar biasa, Dvorov."
Nathans_Bylichka_15050_15085,train,2.8,2.9,3.0,"Tidak akan lama sebelum malam tiba."""
Nathans_Bylichka_15098_15112,train,3.57,2.86,3.0,"""Oh ya, bung."
Nathans_Bylichka_1510_1616,train,3.0,3.2,3.1,"Rachel dan saya pergi makan malam, dan ketika kami selesai, dia melihat ada pesan di ponselnya."
Nathans_Bylichka_15113_15154,train,3.0,2.9,3.2,"Di sini, izinkan saya menuliskan bagaimana menemukannya."""
Nathans_Bylichka_15155_15274,dev,3.0,2.88,3.0,"Si bungkuk mengeluarkan secarik kertas dan menuliskan sesuatu di atasnya dengan kukunya, lalu menyerahkannya kepada Nepthys."
Nathans_Bylichka_15275_15293,train,3.0,2.7,3.1,"""Ini dia, bung."
Nathans_Bylichka_15294_15305,train,4.09,3.54,3.0,"Semoga berhasil!"""
Nathans_Bylichka_15318_15334,train,3.56,3.0,3.22,"""Terima kasih, Dvorov."
Nathans_Bylichka_15335_15349,train,3.6,3.1,2.5,Aku berhutang budi padamu.
Nathans_Bylichka_15350_15360,test,3.3,3.1,3.2,"Ayo pergi."""
Nathans_Bylichka_15361_15385,train,2.8,2.9,2.8,Yang terakhir itu untukku.
Nathans_Bylichka_15386_15430,train,3.11,3.0,3.11,Aku melambaikan tangan pada si bungkuk saat kami pergi.
Nathans_Bylichka_15431_15555,train,2.9,3.0,3.0,"Dia memberiku lambaian setengah hati yang membuatku bertanya-tanya apa sebenarnya yang kami kejar, dan apakah aku harus mengenakan pelindung tubuh."
Nathans_Bylichka_15569_15650,train,3.2,3.3,3.1,"Kembali ke jalan, saya mulai melihat hal-hal yang tidak pernah saya cari sampai saat itu."
Nathans_Bylichka_15651_15767,train,2.6,3.2,3.1,"Masih dalam keterkejutan awal saya, saya tiba-tiba menyadari kualitas orang-orang yang tidak terdaftar dalam pikiran saya ketika kami parkir."
Nathans_Bylichka_15768_15983,train,2.6,3.1,3.1,"Saya melihat orang-orang dengan kulit membentang begitu erat di tulang pipi mereka sehingga sudut-sudutnya telah menembus – orang-orang yang tulang pipinya memiliki tanduk tumbuh dari mereka, dan orang-orang yang kulitnya berkumpul kembali seperti kuncir kuda."
Nathans_Bylichka_15984_16058,test,2.25,3.12,2.5,Warna kuning langit ini bukan hanya kabut asap: ia memiliki lintah dan keremangan yang berat.
Nathans_Bylichka_16059_16139,train,2.67,3.22,2.78,Saya melihat pria setinggi tiga kaki dengan kulit hitam berdebu dan mata yang memancarkan cahaya kuning.
Nathans_Bylichka_16140_16249,train,2.75,3.0,2.75,Seorang wanita batrachian berjalan bersama dengan sesuatu di tali yang tampak seperti kumbang air besar.
Nathans_Bylichka_1617_1656,train,3.0,2.88,3.12,Dia memeriksanya di sana di restoran.
Nathans_Bylichka_16250_16414,test,3.0,2.63,3.0,Bersandar dari jendela kasar satu bangunan di sebelah kanan kami adalah sesuatu dengan rambut hijau panjang tersampir di tujuh lengan kurus yang tergantung di ambang jendelanya.
Nathans_Bylichka_16415_16466,train,3.0,2.7,3.0,Tiga puluh lima jari kurus melambai malas seperti rumput laut.
Nathans_Bylichka_16467_16532,train,2.78,2.78,3.0,Saya perhatikan ketika punggung saya membentur dinding bahwa saya berjalan mundur.
Nathans_Bylichka_16545_16644,test,2.75,3.0,2.88,"""Kami, dan ribuan orang seperti kami, telah hidup terpisah selama ada masyarakat manusia,"" katanya."
Nathans_Bylichka_16545_16660,train,3.0,2.8,2.9,"""Kami, dan ribuan orang seperti kami, telah hidup terpisah selama ada masyarakat manusia,"" kata sopir saya."
Nathans_Bylichka_1657_1806,train,3.0,3.0,3.0,"Kepalanya miring ke telepon saat dia mendengarkan, dompet kulitnya di pangkuannya, bersinar jet melawan T-shirt Dead Can Dance hitamnya yang nyaman."
Nathans_Bylichka_16661_16759,train,2.9,2.9,3.4,Saya perhatikan bahwa kerutan di lehernya melebar saat dia bernapas dan menyadari bahwa itu adalah insang.
Nathans_Bylichka_16760_16930,dev,2.8,3.0,3.2,"""Kami berinteraksi dengan manusia, mengambil keuntungan dari mereka, memberi mereka anugerah, kadang-kadang bahkan menjadi teman mereka, tetapi mayoritas dari kedua masyarakat memiliki sedikit atau tidak ada interaksi."
Nathans_Bylichka_16931_17051,train,2.8,3.2,2.9,"Pada titik ini, kita telah melepaskan diri kita sepenuhnya dari eksistensi manusia quotidian sehingga kita dipahami sebagai fiksi."
Nathans_Bylichka_17064_17159,train,3.0,3.0,3.0,"""Satu-satunya tempat dengan interaksi signifikan antara dunia kita adalah di pinggiranmu."
Nathans_Bylichka_17160_17381,dev,3.2,3.1,3.0,"Cinta, rave, pertemuan di mana masyarakat ditunda dan manusia membuka diri terhadap emosi: di situlah entitas dari dunia ini cenderung pergi ketika mereka menyeberang, dan di situlah Rachel bertemu seseorang dari dunia ini."
Nathans_Bylichka_17382_17593,train,2.7,3.2,2.7,"Kita yang hidup secara permanen di dunia ini cenderung didirikan di tempat-tempat seperti ini, di mana populasi manusia begitu luar biasa sehingga mereka tidak akan diperhatikan di sudut kanan, dengan mantra pelindung yang tepat. """
Nathans_Bylichka_17606_17679,train,2.88,2.63,2.75,Dia mengeluarkan arah si bungkuk dan melirik gang di belakang kami.
Nathans_Bylichka_17680_17694,train,3.0,3.0,3.0,"""Oke, Nathan."
Nathans_Bylichka_17695_17728,train,3.11,3.33,3.22,Kita harus segera memulai.
Nathans_Bylichka_17729_17755,train,3.0,3.2,3.2,"Tidak ada waktu untuk disia-siakan."""
Nathans_Bylichka_17769_17797,train,2.66,3.11,3.0,Dia melihat bahwa saya tidak bergerak.
Nathans_Bylichka_17798_17937,train,3.0,3.0,3.12,"Sambil meletakkan lengan di bahu saya, dia berkata, ""Nathan, apa yang kamu lihat di sini mungkin menakutkan, tetapi hal-hal yang kamu lihat adalah orang-orang seperti kamu."
Nathans_Bylichka_17938_18016,train,3.1,3.1,3.0,"Mereka akan terkejut melihat manusia seperti Anda melihat pria dengan tujuh lengan. """
Nathans_Bylichka_18029_18037,train,3.43,3.29,3.14,"""Terima kasih."
Nathans_Bylichka_18038_18110,train,3.2,3.2,3.0,"Sangat meyakinkan bahwa saya tidak hanya akan menjadi orang luar tetapi juga rasa ingin tahu. """
Nathans_Bylichka_1807_1825,test,3.11,2.78,3.11,"""Ini dari Mitch,"""
Nathans_Bylichka_18123_18203,dev,2.8,3.2,3.1,"""Nathan, kamu memberitahuku lima menit yang lalu bahwa kamu akan melakukan apa saja untuk membantu Rachel."
Nathans_Bylichka_18204_18245,train,3.1,3.1,3.2,"Nah, dia ada di sini dan dia membutuhkan bantuanmu."
Nathans_Bylichka_18246_18300,dev,3.11,3.11,3.33,"Sekarang, semakin banyak yang bisa kita lakukan sebelum malam tiba, semakin baik."""
Nathans_Bylichka_18313_18346,train,2.88,3.0,2.88,"""Tapi kenapa kamu bahkan membantuku?"
Nathans_Bylichka_18347_18434,train,3.2,3.4,3.0,"Sampai tiga puluh detik yang lalu, aku tidak percaya pada sihir atau semacam itu ... keanehan."""
Nathans_Bylichka_18448_18497,dev,3.0,3.0,3.0,"""Nathan, sudah kubilang: keluargaku berhutang padamu."
Nathans_Bylichka_18498_18537,train,3.14,2.86,3.14,"Di dunia ini, kata-kata seseorang adalah janji."
Nathans_Bylichka_18538_18561,train,2.5,3.4,3.4,"Sekarang, bisakah kita pergi?"""
Nathans_Bylichka_18574_18634,dev,2.9,3.2,3.2,Aku menarik napas dan memaksa diriku untuk menatap matanya.
Nathans_Bylichka_1858_1967,dev,3.0,3.0,3.38,"""Dia bilang kita harus bertemu dengannya malam ini, ada yang baik terjadi di gereja yang ditutup bulan lalu."""
Nathans_Bylichka_18635_18692,train,2.75,3.12,3.12,"""Hanya jika kamu berhenti memulai setiap kalimat dengan namaku."""
Nathans_Bylichka_18705_18724,train,3.57,3.43,3.29,"""Anda punya kesepakatan."
Nathans_Bylichka_18725_18735,train,3.1,3.1,3.4,"Ayo pergi."""
Nathans_Bylichka_18748_18816,train,3.1,3.1,3.1,"Saat kami menuju trotoar, saya berkata, ""Siapa namamu?"""
Nathans_Bylichka_18788_18816,dev,3.1,3.0,3.2,"""Siapa namamu, sih?"""
Nathans_Bylichka_18829_18874,train,2.8,3.1,2.9,"""Itu pertanyaan yang Anda pelajari untuk tidak ditanyakan di sini."
Nathans_Bylichka_18875_18908,test,3.0,2.89,3.11,"Apa yang kau sebut aku adalah Nepthys."""
Nathans_Bylichka_18921_19023,train,3.0,2.9,2.9,"Memegang arahan Dvorov, Nepthys membawa kami berkeliling sudut gedung ke gang kurus."
Nathans_Bylichka_19024_19091,train,2.4,3.3,2.4,Saya mulai bertanya-tanya lagi seberapa andal kredensial pemandu saya.
Nathans_Bylichka_19092_19222,train,2.2,3.1,2.7,"Berjalan melalui gang dengan tumpukan sampah yang kadang-kadang berhamburan dari satu dinding ke dinding lainnya, dia tidak menginspirasi kepercayaan diri."
Nathans_Bylichka_19235_19257,train,3.0,2.71,3.0,"""Tepat di sudut ini,"""
